txn_id,is_fraud
531,1
532,0
533,1
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,1
549,1
550,1
551,0
552,1
553,0
554,0
555,1
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,1
564,0
565,1
566,1
567,0
568,1
569,0
570,0
571,1
572,0
573,0
574,0
575,0
576,0
577,0
578,1
579,0
580,0
581,0
582,0
583,0
584,0
585,1
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,1
594,0
595,0
596,1
597,0
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,1
606,1
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,1
616,0
617,0
618,0
619,1
620,0
621,1
622,0
623,1
624,0
625,0
626,1
627,0
628,1
629,0
630,0
631,0
632,1
633,1
634,1
635,0
636,1
637,0
638,1
639,0
640,0
641,0
642,0
643,1
644,0
645,0
646,0
647,0
648,0
649,1
650,0
651,1
652,0
653,1
654,0
655,1
656,1
657,0
658,0
659,1
660,0
661,1
662,0
663,0
664,0
665,0
666,1
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,1
676,1
677,0
678,0
679,0
680,1
681,1
682,1
683,1
684,0
685,0
686,0
687,1
688,0
689,0
690,1
691,0
692,0
693,0
694,1
695,1
696,0
697,0
698,0
699,0
700,0
701,0
702,1
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,0
713,0
714,1
715,0
716,0
717,1
718,0
719,1
720,1
721,0
722,0
723,1
724,1
725,1
726,1
727,0
728,1
729,1
730,1
731,0
732,1
733,0
734,0
735,1
736,1
737,0
738,1
739,0
740,0
741,1
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,1
751,0
752,1
753,0
754,1
755,0
756,0
757,0
758,1
759,0
760,0
761,0
762,1
763,1
764,1
765,0
766,0
767,1
768,1
769,1
770,0
771,0
772,0
773,0
774,0
775,1
776,1
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,1
789,1
790,1
791,1
792,0
793,0
794,0
795,0
796,1
797,0
798,0
799,1
800,0
801,0
802,0
803,1
804,0
805,0
806,1
807,0
808,1
809,1
810,0
811,1
812,1
813,1
814,1
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,0
823,0
824,0
825,1
826,1
827,1
828,0
829,0
830,1
831,1
832,1
833,0
834,1
835,0
836,1
837,0
838,0
839,1
840,0
841,0
842,0
843,0
844,0
845,0
846,1
847,0
848,0
849,0
850,0
851,0
852,1
853,1
854,0
855,1
856,0
857,1
858,0
859,0
860,0
861,0
862,1
863,1
864,1
865,0
866,1
867,0
868,0
869,0
870,0
871,0
872,0
873,1
874,1
875,0
876,1
877,0
878,0
879,0
880,1
881,0
882,1
883,0
884,0
885,0
886,0
887,0
888,1
889,1
890,1
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,1
900,0
901,0
902,0
903,0
904,1
905,0
906,1
907,1
908,0
909,1
910,1
911,1
912,0
913,0
914,0
915,0
916,1
917,1
918,0
919,0
920,1
921,0
922,0
923,0
924,1
925,0
926,1
927,1
928,0
929,0
930,0
931,1
932,0
933,1
934,1
935,0
936,0
937,1
938,1
939,1
940,1
941,0
942,0
943,1
944,1
945,0
946,1
947,0
948,0
949,0
950,0
951,1
952,0
953,1
954,1
955,0
956,0
957,1
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,1
968,1
969,0
970,1
971,0
972,1
973,0
974,1
975,0
976,0
977,1
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,0
987,1
988,1
989,0
990,0
991,0
992,0
993,0
994,0
995,1
996,0
997,0
998,1
999,1
1000,0
1001,0
1002,1
1003,1
1004,0
1005,1
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,1
1013,1
1014,1
1015,0
1016,0
1017,1
1018,0
1019,0
1020,1
1021,0
1022,1
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,1
1030,0
1031,1
1032,0
1033,0
1034,1
1035,1
1036,1
1037,1
1038,0
1039,1
1040,0
1041,1
1042,1
1043,1
1044,0
1045,1
1046,1
1047,1
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,1
1062,0
1063,0
1064,1
1065,1
1066,0
1067,1
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,1
1078,1
1079,1
1080,1
1081,0
1082,1
1083,1
1084,0
1085,0
1086,0
1087,1
1088,0
1089,1
1090,0
1091,0
1092,1
1093,0
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,0
1101,1
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,1
1109,0
1110,1
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,0
1122,1
1123,0
1124,0
1125,0
1126,1
1127,0
1128,1
1129,0
1130,1
1131,0
1132,1
1133,0
1134,0
1135,0
1136,1
1137,1
1138,0
1139,1
1140,1
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,1
1153,1
1154,0
1155,0
1156,0
1157,0
1158,0
1159,1
1160,0
1161,1
1162,1
1163,1
1164,0
1165,1
1166,0
1167,1
1168,0
1169,0
1170,0
1171,0
1172,1
1173,0
1174,0
1175,0
1176,0
1177,0
1178,1
1179,1
1180,0
1181,0
1182,0
1183,1
1184,0
1185,0
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,1
1198,1
1199,0
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,1
1214,0
1215,0
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,1
1224,1
1225,0
1226,1
1227,0
1228,1
1229,0
1230,1
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,1
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,0
1252,0
1253,0
1254,0
1255,1
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,0
1282,0
1283,1
1284,0
1285,0
1286,0
1287,0
1288,0
1289,1
1290,1
1291,0
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,0
1305,1
1306,1
1307,0
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,1
1319,0
1320,0
1321,0
1322,0
1323,1
1324,1
1325,1
1326,0
1327,0
1328,0
1329,0
1330,0
1331,1
1332,1
1333,1
1334,1
1335,0
1336,1
1337,0
1338,0
1339,1
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,1
1352,1
1353,1
1354,1
1355,0
1356,0
1357,1
1358,1
1359,0
1360,0
1361,0
1362,0
1363,1
1364,1
1365,0
1366,1
1367,1
1368,1
1369,0
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,0
1377,0
1378,1
1379,1
1380,0
1381,0
1382,1
1383,1
1384,0
1385,0
1386,0
1387,0
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,0
1396,1
1397,1
1398,0
1399,1
1400,0
1401,0
1402,1
1403,1
1404,0
1405,0
1406,0
1407,0
1408,1
1409,0
1410,0
1411,1
1412,0
1413,1
1414,0
1415,0
1416,0
1417,0
1418,1
1419,1
1420,1
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,1
1435,1
1436,0
1437,1
1438,0
1439,0
1440,0
1441,1
1442,0
1443,0
1444,1
1445,1
1446,0
1447,0
1448,0
1449,1
1450,1
1451,0
1452,0
1453,0
1454,0
1455,1
1456,0
1457,1
1458,0
1459,1
1460,0
1461,0
1462,1
1463,1
1464,0
1465,0
1466,0
1467,0
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,1
1475,0
1476,1
1477,0
1478,1
1479,1
1480,0
1481,1
1482,1
1483,1
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,0
1492,1
1493,0
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,0
1501,0
1502,1
1503,0
1504,1
1505,0
1506,0
1507,1
1508,0
1509,0
1510,0
1511,1
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,1
1519,0
1520,0
1521,0
1522,1
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,0
1539,0
1540,0
1541,0
1542,1
1543,0
1544,0
1545,0
1546,1
1547,0
1548,0
1549,0
1550,1
1551,1
1552,0
1553,0
1554,1
1555,0
1556,0
1557,1
1558,1
1559,1
1560,1
1561,1
1562,0
1563,0
1564,1
1565,0
1566,1
1567,1
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,1
1586,1
1587,1
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,1
1599,0
1600,0
1601,1
1602,0
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,1
1610,0
1611,0
1612,1
1613,0
1614,0
1615,1
1616,1
1617,1
1618,0
1619,1
1620,0
1621,0
1622,0
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,0
1636,1
1637,0
1638,1
1639,0
1640,0
1641,1
1642,1
1643,1
1644,1
1645,0
1646,1
1647,1
1648,0
1649,0
1650,0
1651,0
1652,1
1653,0
1654,1
1655,1
1656,0
1657,0
1658,1
1659,0
1660,1
1661,0
1662,0
1663,1
1664,0
1665,0
1666,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,0
1683,1
1684,1
1685,0
1686,0
1687,0
1688,0
1689,1
1690,0
1691,0
1692,0
1693,0
1694,1
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,1
1702,1
1703,0
1704,0
1705,1
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,1
1715,1
1716,1
1717,0
1718,1
1719,1
1720,1
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,1
1731,0
1732,0
1733,0
1734,0
1735,1
1736,1
1737,0
1738,0
1739,1
1740,0
1741,1
1742,0
1743,0
1744,0
1745,1
1746,0
1747,1
1748,1
1749,0
1750,0
1751,1
1752,1
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,1
1765,1
1766,1
1767,1
1768,0
1769,0
1770,0
1771,1
1772,0
1773,1
1774,1
1775,0
1776,1
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,1
1790,1
1791,0
1792,1
1793,0
1794,0
1795,0
1796,1
1797,1
1798,0
1799,0
1800,1
1801,0
1802,0
1803,0
1804,1
1805,0
1806,0
1807,1
1808,1
1809,0
1810,0
1811,0
1812,1
1813,0
1814,0
1815,1
1816,1
1817,0
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,1
1825,1
1826,0
1827,1
1828,0
1829,0
1830,1
1831,1
1832,0
1833,0
1834,0
1835,1
1836,1
1837,1
1838,0
1839,0
1840,1
1841,0
1842,1
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,1
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,1
1865,0
1866,0
1867,0
1868,0
1869,0
1870,1
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,1
1878,1
1879,1
1880,0
1881,1
1882,0
1883,0
1884,0
1885,1
1886,0
1887,0
1888,0
1889,1
1890,1
1891,0
1892,0
1893,0
1894,1
1895,0
1896,0
1897,0
1898,1
1899,0
1900,0
1901,1
1902,1
1903,1
1904,0
1905,0
1906,0
1907,0
1908,0
1909,1
1910,0
1911,0
1912,0
1913,0
1914,0
1915,1
1916,0
1917,0
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,1
1934,0
1935,0
1936,0
1937,1
1938,1
1939,1
1940,0
1941,0
1942,0
1943,0
1944,1
1945,0
1946,0
1947,0
1948,1
1949,0
1950,0
1951,0
1952,0
1953,0
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,1
1974,0
1975,1
1976,0
1977,0
1978,1
1979,0
1980,1
1981,0
1982,0
1983,1
1984,1
1985,0
1986,1
1987,0
1988,0
1989,0
1990,1
1991,1
1992,1
1993,0
1994,0
1995,1
1996,1
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,1
2010,1
2011,1
2012,1
2013,1
2014,0
2015,1
2016,0
2017,0
2018,1
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,1
2027,0
2028,1
2029,0
2030,0
2031,0
2032,1
2033,0
2034,1
2035,0
2036,1
2037,1
2038,0
2039,0
2040,1
2041,0
2042,1
2043,1
2044,0
2045,1
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,0
2060,1
2061,0
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,1
2069,1
2070,0
2071,1
2072,1
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,1
2080,0
2081,0
2082,0
2083,1
2084,0
2085,1
2086,0
2087,1
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,1
2095,1
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2102,1
2103,1
2104,0
2105,1
2106,0
2107,0
2108,1
2109,0
2110,0
2111,1
2112,1
2113,0
2114,1
2115,0
2116,0
2117,0
2118,0
2119,1
2120,1
2121,1
2122,0
2123,1
2124,1
2125,0
2126,1
2127,1
2128,0
2129,0
2130,1
2131,0
2132,1
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,1
2150,0
2151,0
2152,1
2153,1
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,1
2166,0
2167,1
2168,0
2169,1
2170,0
2171,0
2172,0
2173,0
2174,0
2175,1
2176,0
2177,1
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,1
2192,0
2193,0
2194,1
2195,0
2196,0
2197,0
2198,1
2199,0
2200,0
2201,1
2202,0
2203,1
2204,1
2205,0
2206,0
2207,1
2208,0
2209,0
2210,0
2211,0
2212,1
2213,0
2214,0
2215,0
2216,0
2217,0
2218,1
2219,1
2220,1
2221,0
2222,1
2223,0
2224,1
2225,1
2226,0
2227,0
2228,1
2229,1
2230,0
2231,0
2232,0
2233,1
2234,1
2235,0
2236,0
2237,1
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,0
2246,1
2247,0
2248,1
2249,1
2250,0
2251,1
2252,1
2253,1
2254,0
2255,0
2256,0
2257,0
2258,1
2259,1
2260,0
2261,0
2262,0
2263,1
2264,0
2265,0
2266,0
2267,1
2268,1
2269,1
2270,0
2271,1
2272,1
2273,1
2274,1
2275,1
2276,0
2277,0
2278,0
2279,1
2280,1
2281,0
2282,1
2283,1
2284,1
2285,0
2286,0
2287,0
2288,0
2289,0
2290,1
2291,1
2292,1
2293,0
2294,1
2295,1
2296,0
2297,1
2298,1
2299,1
2300,1
2301,1
2302,0
2303,0
2304,1
2305,1
2306,0
2307,1
2308,0
2309,1
2310,1
2311,0
2312,0
2313,0
2314,0
2315,0
2316,1
2317,1
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,1
2327,0
2328,0
2329,0
2330,1
2331,1
2332,1
2333,0
2334,1
2335,1
2336,1
2337,1
2338,0
2339,0
2340,0
2341,1
2342,0
2343,1
2344,0
2345,0
2346,1
2347,0
2348,1
2349,0
2350,0
2351,0
2352,0
2353,0
2354,1
2355,0
2356,0
2357,0
2358,0
2359,1
2360,0
2361,1
2362,1
2363,0
2364,0
2365,0
2366,1
2367,0
2368,0
2369,0
2370,0
2371,0
2372,1
2373,1
2374,1
2375,1
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,0
2390,0
2391,0
2392,1
2393,1
2394,1
2395,0
2396,1
2397,0
2398,1
2399,0
2400,0
2401,1
2402,0
2403,0
2404,1
2405,0
2406,0
2407,1
2408,0
2409,0
2410,0
2411,0
2412,0
2413,1
2414,1
2415,0
2416,0
2417,0
2418,1
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,1
2426,0
2427,0
2428,1
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,1
2447,1
2448,1
2449,1
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,1
2457,1
2458,0
2459,0
2460,0
2461,0
2462,0
2463,1
2464,0
2465,0
2466,0
2467,0
2468,1
2469,1
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,1
2483,1
2484,0
2485,0
2486,0
2487,0
2488,0
2489,1
2490,1
2491,0
2492,0
2493,1
2494,0
2495,0
2496,0
2497,1
2498,0
2499,1
2500,0
2501,0
2502,0
2503,1
2504,1
2505,1
2506,1
2507,1
2508,0
2509,0
2510,1
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,1
2519,1
2520,1
2521,1
2522,0
2523,1
2524,0
2525,1
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,1
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,1
2559,0
2560,0
2561,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,0
2575,1
2576,0
2577,1
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,1
2589,0
2590,0
2591,0
2592,1
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,1
2601,0
2602,0
2603,0
2604,0
2605,0
2606,1
2607,0
2608,0
2609,0
2610,1
2611,0
2612,0
2613,1
2614,1
2615,0
2616,0
2617,0
2618,1
2619,0
2620,1
2621,0
2622,0
2623,0
2624,0
2625,1
2626,0
2627,1
2628,1
2629,1
2630,1
2631,0
2632,0
2633,0
2634,1
2635,0
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,1
2644,0
2645,1
2646,1
2647,0
2648,1
2649,0
2650,1
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,1
2661,0
2662,0
2663,0
2664,0
2665,0
2666,1
2667,0
2668,0
2669,0
2670,1
2671,0
2672,1
2673,1
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,1
2681,1
2682,0
2683,0
2684,1
2685,0
2686,1
2687,0
2688,0
2689,0
2690,1
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,1
2699,0
2700,0
2701,0
2702,0
2703,1
2704,1
2705,0
2706,1
2707,1
2708,1
2709,0
2710,0
2711,1
2712,0
2713,0
2714,1
2715,1
2716,1
2717,1
2718,0
2719,0
2720,1
2721,1
2722,0
2723,1
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,1
2739,0
2740,1
2741,1
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,1
2751,0
2752,0
2753,1
2754,1
2755,0
2756,1
2757,0
2758,0
2759,1
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,1
2768,0
2769,0
2770,0
2771,1
2772,1
2773,0
2774,1
2775,1
2776,0
2777,0
2778,0
2779,1
2780,0
2781,0
2782,0
2783,1
2784,1
2785,1
2786,0
2787,1
2788,1
2789,1
2790,1
2791,0
2792,0
2793,0
2794,1
2795,1
2796,0
2797,1
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,1
2805,0
2806,1
2807,1
2808,0
2809,1
2810,0
2811,1
2812,0
2813,0
2814,1
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,1
2822,0
2823,0
2824,0
2825,1
2826,0
2827,1
2828,1
2829,1
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,1
2839,0
2840,0
2841,0
2842,0
2843,0
2844,1
2845,1
2846,1
2847,0
2848,0
2849,0
2850,0
2851,1
2852,0
2853,1
2854,0
2855,0
2856,0
2857,1
2858,0
2859,0
2860,0
2861,0
2862,1
2863,0
2864,1
2865,0
2866,0
2867,0
2868,1
2869,1
2870,1
2871,1
2872,1
2873,0
2874,0
2875,1
2876,1
2877,1
2878,0
2879,0
2880,0
2881,0
2882,1
2883,0
2884,0
2885,1
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,1
2903,1
2904,1
2905,0
2906,0
2907,0
2908,0
2909,1
2910,0
2911,1
2912,1
2913,1
2914,0
2915,0
2916,0
2917,1
2918,1
2919,0
2920,0
2921,0
2922,1
2923,0
2924,1
2925,0
2926,0
2927,0
2928,1
2929,0
2930,1
2931,0
2932,1
2933,1
2934,1
2935,0
2936,0
2937,1
2938,0
2939,1
2940,1
2941,0
2942,0
2943,0
2944,0
2945,1
2946,1
2947,0
2948,0
2949,0
2950,1
2951,1
2952,1
2953,0
2954,1
2955,1
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,1
2964,0
2965,0
2966,0
2967,0
2968,1
2969,0
2970,0
2971,0
2972,1
2973,0
2974,0
2975,0
2976,1
2977,0
2978,1
2979,1
2980,0
2981,0
2982,1
2983,1
2984,1
2985,1
2986,0
2987,1
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,0
