txn_id,customer_id,amount,merchant_category,txn_time,location,device_id
168,889,3082,Grocery,2026-04-01 18:05:53,Mumbai,1430
169,431,2398,Food,2026-04-01 23:06:15,Bangalore,1483
170,1484,7289,Food,2026-04-05 13:10:43,Pune,883
171,685,3265,Travel,2026-03-27 17:55:02,Pune,1617
172,1996,1053,Electronics,2026-03-31 09:18:51,Chennai,317
173,22,2853,Jewellery,2026-04-18 23:00:34,Hyderabad,911
174,9,6041,Grocery,2026-03-24 13:43:44,Mumbai,1960
175,1019,2618,Travel,2026-04-16 07:44:52,Bangalore,125
176,914,2982,Jewellery,2026-04-16 12:51:48,Bangalore,1130
177,748,3879,Electronics,2026-04-10 00:17:36,Hyderabad,1993
178,1657,50,Jewellery,2026-04-17 01:09:57,Delhi,1703
179,1752,2150,Travel,2026-03-29 02:49:26,Bangalore,309
180,608,1980,Grocery,2026-04-11 19:32:37,Mumbai,571
181,1267,2959,Jewellery,2026-04-19 01:54:41,Chennai,456
182,1473,784,Electronics,2026-03-28 11:00:32,Bangalore,1112
183,1602,1193,Electronics,2026-03-28 04:45:04,Pune,644
184,448,1006,Travel,2026-04-17 15:56:32,Mumbai,1659
185,455,3584,Electronics,2026-04-15 06:48:41,Chennai,333
186,1273,2695,Electronics,2026-03-25 06:18:30,Chennai,1575
187,115,2572,Electronics,2026-04-05 03:16:31,Chennai,1552
188,1708,50,Food,2026-04-08 11:23:18,Chennai,1519
189,1381,3762,Food,2026-04-21 14:18:10,Hyderabad,1152
190,209,4448,Jewellery,2026-04-13 10:43:15,Hyderabad,1971
191,692,1691,Travel,2026-04-02 10:39:13,Mumbai,828
192,409,2430,Electronics,2026-04-11 01:34:40,Mumbai,705
193,574,4706,Jewellery,2026-03-29 20:49:43,Chennai,1473
194,1130,50,Electronics,2026-04-01 17:01:21,Pune,1404
195,1722,833,Travel,2026-04-07 08:28:46,Chennai,648
196,1879,1810,Electronics,2026-04-10 05:57:18,Mumbai,671
197,6,4769,Food,2026-04-07 12:07:41,Bangalore,1897
198,460,3997,Food,2026-04-18 07:21:41,Pune,990
199,1223,1199,Food,2026-04-02 02:18:08,Bangalore,177
200,782,2732,Grocery,2026-03-30 06:18:09,Delhi,76
201,1450,1106,Electronics,2026-04-04 14:51:59,Bangalore,619
202,917,2570,Travel,2026-04-19 14:21:19,Pune,1078
203,862,508,Electronics,2026-04-05 17:09:58,Hyderabad,1279
204,1204,4939,Food,2026-04-09 07:10:17,Delhi,454
205,377,558,Grocery,2026-03-31 07:00:01,Delhi,1108
206,145,1395,Grocery,2026-04-14 13:04:55,Delhi,1401
207,43,50,Grocery,2026-03-28 23:33:29,Delhi,1613
208,954,1301,Jewellery,2026-04-09 22:09:34,Hyderabad,1453
209,67,2699,Grocery,2026-04-15 07:52:32,Hyderabad,314
210,1453,4213,Grocery,2026-04-20 21:15:50,Bangalore,703
211,1568,1600,Electronics,2026-04-11 21:45:55,Pune,1881
212,1701,4881,Jewellery,2026-03-24 08:46:05,Hyderabad,1876
213,1411,307,Food,2026-04-20 23:27:18,Hyderabad,1946
214,880,1825,Jewellery,2026-04-01 19:14:56,Hyderabad,1453
215,1525,1828,Travel,2026-03-25 23:33:56,Hyderabad,1410
216,89,5096,Food,2026-04-15 23:08:33,Bangalore,88
217,1658,1065,Food,2026-04-19 09:04:32,Pune,1746
218,1168,2222,Electronics,2026-04-15 02:37:10,Delhi,1696
219,1737,5234,Jewellery,2026-04-20 09:32:18,Hyderabad,111
220,1664,779,Jewellery,2026-04-11 13:29:53,Hyderabad,479
221,87,2825,Grocery,2026-04-15 01:16:01,Delhi,6
222,676,1085,Jewellery,2026-03-28 12:21:14,Bangalore,29
223,302,1304,Travel,2026-04-14 21:04:17,Chennai,315
224,532,2360,Food,2026-04-05 09:58:32,Pune,133
225,1053,3920,Travel,2026-04-21 03:12:48,Bangalore,1059
226,1943,2474,Travel,2026-03-27 00:07:59,Delhi,837
227,1096,3789,Electronics,2026-04-04 21:35:51,Hyderabad,681
228,1403,1614,Grocery,2026-04-01 22:17:36,Mumbai,1347
229,1391,5080,Electronics,2026-04-14 10:00:07,Bangalore,562
230,1865,3482,Travel,2026-04-20 15:45:20,Chennai,1335
231,1019,5493,Travel,2026-04-15 13:42:28,Bangalore,1412
232,1541,4530,Electronics,2026-03-23 13:59:37,Delhi,1050
233,1785,3413,Jewellery,2026-04-08 01:24:11,Chennai,1424
234,739,50,Grocery,2026-04-11 03:55:53,Mumbai,1122
235,348,1899,Grocery,2026-04-13 01:49:22,Mumbai,1350
236,638,526,Jewellery,2026-04-06 09:26:25,Bangalore,1065
237,359,912,Electronics,2026-04-21 05:47:57,Pune,787
238,311,1905,Grocery,2026-04-05 23:08:44,Pune,1399
239,1536,2992,Jewellery,2026-04-03 10:46:44,Pune,1071
240,541,3215,Grocery,2026-04-09 01:11:23,Mumbai,1438
241,1788,3244,Grocery,2026-03-29 18:01:51,Pune,1472
242,1796,1466,Grocery,2026-04-10 21:03:21,Bangalore,805
243,769,3059,Jewellery,2026-04-07 10:14:12,Bangalore,1956
244,1294,2355,Grocery,2026-04-05 03:06:32,Mumbai,1824
245,809,4017,Jewellery,2026-04-21 18:40:14,Mumbai,1140
246,1177,5757,Grocery,2026-04-13 14:46:02,Pune,1129
247,1943,1633,Travel,2026-03-24 14:49:17,Delhi,533
248,1162,3470,Jewellery,2026-03-26 13:01:20,Chennai,861
249,126,6333,Jewellery,2026-03-26 02:16:36,Delhi,664
250,698,1614,Travel,2026-04-13 20:10:28,Chennai,409
251,1398,3030,Food,2026-03-24 06:57:38,Hyderabad,1809
252,1366,1344,Grocery,2026-03-28 02:12:05,Bangalore,729
253,1258,4757,Travel,2026-04-04 09:29:08,Pune,770
254,1830,2216,Food,2026-03-30 23:32:50,Mumbai,427
255,648,2660,Travel,2026-04-03 21:47:31,Mumbai,712
256,1319,2239,Electronics,2026-04-16 16:57:25,Chennai,1296
257,447,2915,Travel,2026-04-13 21:00:15,Bangalore,603
258,1776,3747,Electronics,2026-03-25 21:42:46,Delhi,1591
259,1885,4621,Grocery,2026-04-19 08:33:33,Chennai,989
260,1611,3724,Jewellery,2026-03-30 20:58:38,Delhi,1706
261,14,50,Electronics,2026-03-27 00:54:29,Hyderabad,899
262,135,607,Grocery,2026-03-25 08:34:33,Hyderabad,269
263,1193,1977,Jewellery,2026-04-02 11:03:21,Mumbai,1326
264,1034,5200,Jewellery,2026-04-02 19:17:46,Bangalore,1869
265,550,2125,Grocery,2026-04-13 09:58:37,Pune,92
266,468,778,Electronics,2026-04-12 09:22:02,Delhi,1241
267,1027,3125,Grocery,2026-04-08 11:42:41,Bangalore,82
268,538,560,Jewellery,2026-04-10 23:49:07,Delhi,1135
269,226,2204,Grocery,2026-03-27 13:11:02,Delhi,12
270,1951,3101,Food,2026-04-14 13:22:52,Pune,1691
271,1341,2054,Food,2026-04-20 16:40:44,Delhi,1249
272,1338,3563,Jewellery,2026-03-26 18:07:16,Chennai,709
273,979,1490,Grocery,2026-04-20 15:12:16,Chennai,911
274,1056,6159,Jewellery,2026-03-24 01:03:02,Chennai,1101
275,646,2731,Jewellery,2026-04-15 23:43:48,Mumbai,919
276,608,2789,Grocery,2026-03-31 13:02:56,Mumbai,1222
277,1493,3405,Food,2026-03-31 14:39:17,Bangalore,494
278,472,2170,Food,2026-03-28 09:27:18,Chennai,1028
279,1401,4612,Food,2026-03-29 22:30:22,Hyderabad,774
280,531,5601,Food,2026-03-29 13:25:37,Delhi,1826
281,1169,3355,Grocery,2026-03-30 11:53:55,Mumbai,1202
282,1235,4539,Jewellery,2026-03-29 20:07:53,Pune,1033
283,1484,6181,Grocery,2026-03-29 01:32:46,Pune,1989
284,1941,3473,Grocery,2026-04-20 17:12:37,Delhi,556
285,1150,846,Food,2026-04-21 19:01:41,Pune,365
286,50,2982,Grocery,2026-04-07 00:56:41,Hyderabad,813
287,535,2808,Electronics,2026-04-21 23:08:46,Pune,1753
288,587,4268,Travel,2026-04-15 08:08:00,Pune,719
289,824,1861,Electronics,2026-04-10 12:19:46,Hyderabad,1071
290,1673,3340,Jewellery,2026-03-28 05:23:21,Delhi,617
291,1726,2153,Jewellery,2026-03-27 05:54:55,Mumbai,1058
292,640,3856,Grocery,2026-04-09 21:47:47,Mumbai,673
293,1305,50,Grocery,2026-04-15 04:13:29,Bangalore,922
294,1938,1496,Electronics,2026-03-30 09:36:05,Bangalore,873
295,732,4343,Grocery,2026-03-27 00:06:16,Pune,1206
296,1813,50,Grocery,2026-04-08 18:59:03,Bangalore,503
297,1467,1687,Jewellery,2026-04-20 03:20:12,Hyderabad,437
298,1499,4421,Electronics,2026-04-01 13:25:26,Pune,1837
299,1002,2302,Travel,2026-04-05 19:44:00,Mumbai,1505
300,1906,2456,Jewellery,2026-04-02 19:12:22,Bangalore,1498
301,703,50,Jewellery,2026-03-25 15:35:17,Delhi,1128
302,515,1561,Travel,2026-04-19 06:09:56,Bangalore,155
303,1741,2562,Jewellery,2026-03-30 02:47:09,Bangalore,1784
304,1213,2307,Travel,2026-04-17 08:44:42,Hyderabad,151
305,694,1444,Travel,2026-04-04 07:55:56,Pune,636
306,1425,5848,Food,2026-04-03 18:09:33,Bangalore,1272
307,1667,384,Travel,2026-04-16 05:05:56,Hyderabad,516
308,1618,3024,Travel,2026-04-06 09:08:11,Delhi,268
309,936,2500,Travel,2026-04-08 04:24:17,Pune,406
310,812,4980,Electronics,2026-03-29 02:08:18,Pune,125
311,403,1264,Electronics,2026-04-17 12:46:33,Chennai,1554
312,1608,1532,Food,2026-04-16 09:07:35,Mumbai,1323
313,1892,1714,Travel,2026-03-29 23:40:47,Mumbai,630
314,1991,2833,Jewellery,2026-03-31 19:17:38,Delhi,1983
315,1945,4723,Jewellery,2026-03-31 19:04:46,Pune,784
316,174,5332,Jewellery,2026-04-05 20:52:05,Chennai,301
317,1963,3057,Electronics,2026-04-09 06:34:34,Hyderabad,1467
318,491,804,Food,2026-04-05 02:12:06,Bangalore,924
319,1997,2279,Grocery,2026-04-19 15:27:41,Delhi,1653
320,82,1465,Grocery,2026-04-02 13:26:18,Bangalore,1218
321,1838,2630,Food,2026-04-22 02:14:31,Hyderabad,1369
322,926,50,Electronics,2026-04-05 07:22:18,Pune,469
323,1633,2166,Grocery,2026-04-04 00:15:37,Hyderabad,296
324,1759,2621,Electronics,2026-04-13 00:48:17,Bangalore,247
325,1865,4098,Travel,2026-03-25 16:06:25,Chennai,122
326,981,5324,Grocery,2026-03-28 00:29:32,Mumbai,1655
327,1660,4114,Travel,2026-04-21 00:30:20,Hyderabad,1627
328,418,6183,Grocery,2026-04-13 03:00:30,Bangalore,1095
329,70,5874,Electronics,2026-04-09 21:53:13,Chennai,1291
330,985,385,Grocery,2026-04-21 03:02:18,Mumbai,348
331,1562,2989,Grocery,2026-04-05 19:16:17,Mumbai,566
332,1910,2945,Grocery,2026-04-01 21:48:44,Chennai,469
333,1444,759,Food,2026-04-16 20:31:30,Bangalore,1792
334,1988,2884,Food,2026-04-14 12:32:44,Bangalore,1971
335,757,5460,Jewellery,2026-03-23 16:12:13,Chennai,1159
336,676,3322,Electronics,2026-04-01 13:34:33,Bangalore,1888
337,1978,2759,Electronics,2026-03-29 16:59:35,Chennai,1943
338,1228,3280,Electronics,2026-04-05 18:18:50,Chennai,1371
339,297,2506,Electronics,2026-04-01 04:57:04,Chennai,806
340,259,50,Food,2026-03-28 09:56:58,Mumbai,393
341,572,4290,Grocery,2026-04-11 14:07:41,Pune,1146
342,1975,7086,Grocery,2026-03-28 21:18:45,Hyderabad,966
343,11,1289,Grocery,2026-03-27 19:41:16,Bangalore,332
344,1446,4140,Grocery,2026-04-02 10:49:54,Bangalore,1644
345,271,3306,Jewellery,2026-04-16 22:33:31,Mumbai,710
346,1421,1437,Food,2026-04-01 17:43:33,Chennai,1499
347,962,3519,Electronics,2026-04-21 00:32:20,Delhi,598
348,1620,4325,Electronics,2026-04-04 07:58:47,Delhi,728
349,17,50,Electronics,2026-04-12 11:23:17,Hyderabad,676
350,572,4669,Grocery,2026-03-26 14:33:40,Pune,879
351,913,2734,Jewellery,2026-04-11 01:43:14,Bangalore,1131
352,598,4917,Grocery,2026-03-27 08:36:06,Bangalore,549
353,363,2477,Travel,2026-04-07 13:06:38,Mumbai,1906
354,1963,1717,Jewellery,2026-04-18 14:55:34,Hyderabad,1817
355,1955,2896,Electronics,2026-03-30 04:31:02,Bangalore,330
356,355,50,Jewellery,2026-03-26 04:43:28,Bangalore,600
357,121,778,Jewellery,2026-04-13 16:09:19,Mumbai,189
358,1857,527,Jewellery,2026-04-16 07:05:57,Hyderabad,1235
359,1375,2468,Food,2026-04-01 05:25:53,Hyderabad,1480
360,166,970,Electronics,2026-03-26 06:54:55,Pune,824
361,111,50,Grocery,2026-04-02 06:21:13,Mumbai,1603
362,1729,2938,Food,2026-04-01 21:48:17,Mumbai,1650
363,559,6000,Grocery,2026-04-06 07:20:19,Bangalore,231
364,1759,3035,Electronics,2026-03-26 02:29:21,Bangalore,751
365,708,1024,Food,2026-03-28 21:38:20,Delhi,1481
366,883,2297,Electronics,2026-03-29 22:49:29,Pune,1476
367,383,5631,Food,2026-03-25 10:18:33,Pune,511
368,684,6689,Jewellery,2026-03-24 04:08:28,Hyderabad,1262
369,1514,4597,Jewellery,2026-04-15 07:45:02,Delhi,1322
370,1654,3047,Electronics,2026-04-14 20:49:38,Bangalore,1904
371,925,943,Food,2026-03-30 08:20:58,Mumbai,1551
372,679,3018,Travel,2026-04-11 09:50:26,Mumbai,1222
373,1915,2109,Grocery,2026-03-28 01:02:44,Delhi,1520
374,1318,3820,Jewellery,2026-04-18 14:25:30,Bangalore,1181
375,1737,4051,Travel,2026-03-26 20:07:39,Hyderabad,1002
376,1798,4647,Grocery,2026-03-29 15:20:56,Chennai,1104
377,1636,1448,Jewellery,2026-04-13 12:52:56,Mumbai,1956
378,520,5552,Electronics,2026-04-05 00:17:22,Bangalore,1681
379,1555,4779,Travel,2026-04-16 09:58:58,Delhi,1889
380,1797,50,Food,2026-04-03 06:54:35,Mumbai,1347
381,1558,4775,Food,2026-04-02 06:00:40,Bangalore,747
382,668,1923,Jewellery,2026-04-18 13:49:00,Mumbai,903
383,1090,985,Travel,2026-03-23 12:09:38,Delhi,20
384,1473,1447,Electronics,2026-04-03 21:32:55,Bangalore,1698
385,1460,3411,Jewellery,2026-03-26 23:16:29,Mumbai,945
386,234,2518,Travel,2026-03-27 08:38:19,Chennai,991
387,1642,915,Food,2026-03-28 18:00:12,Mumbai,801
388,197,538,Food,2026-04-04 08:10:20,Pune,632
389,1773,2507,Grocery,2026-04-07 13:40:22,Hyderabad,1241
390,394,4278,Travel,2026-03-28 23:53:22,Chennai,1415
391,646,3316,Grocery,2026-04-06 14:21:10,Mumbai,1769
392,629,2000,Jewellery,2026-04-15 13:04:55,Chennai,1447
393,271,1805,Electronics,2026-03-28 14:01:42,Mumbai,626
394,1378,3358,Jewellery,2026-04-13 09:30:22,Pune,314
395,457,5485,Food,2026-03-30 13:39:53,Bangalore,533
396,802,4836,Jewellery,2026-04-12 07:06:41,Hyderabad,612
397,283,50,Grocery,2026-04-08 19:11:46,Bangalore,1521
398,1398,4511,Jewellery,2026-04-11 04:05:22,Hyderabad,522
399,1970,379,Travel,2026-04-10 04:35:03,Bangalore,65
400,1025,2821,Travel,2026-04-11 19:19:45,Chennai,1374
401,1971,3697,Grocery,2026-04-04 02:31:06,Bangalore,1097
402,1320,3869,Jewellery,2026-03-26 13:21:42,Mumbai,305
403,1695,1902,Electronics,2026-04-02 03:26:07,Chennai,780
404,126,6312,Electronics,2026-04-18 11:34:23,Delhi,1367
405,371,4377,Grocery,2026-04-04 08:55:01,Pune,966
406,1417,3551,Jewellery,2026-04-08 02:00:50,Mumbai,1723
407,1429,3321,Food,2026-03-28 19:10:06,Delhi,956
408,1737,2161,Grocery,2026-03-23 18:55:06,Hyderabad,1836
409,1310,899,Grocery,2026-04-05 05:26:27,Chennai,485
410,1156,1984,Travel,2026-04-19 10:50:08,Pune,1331
411,575,685,Jewellery,2026-04-05 17:09:27,Hyderabad,1927
412,1304,1964,Food,2026-04-21 00:21:59,Bangalore,957
413,1587,3900,Grocery,2026-04-21 17:10:30,Pune,3
414,1881,1948,Travel,2026-04-17 17:15:34,Delhi,1521
415,1570,3697,Grocery,2026-04-12 06:28:00,Pune,1251
416,1186,405,Jewellery,2026-04-15 08:45:28,Chennai,92
417,854,3559,Travel,2026-04-09 22:59:37,Hyderabad,417
418,1270,4510,Electronics,2026-04-15 04:43:16,Mumbai,96
419,1836,4243,Electronics,2026-04-12 00:35:50,Chennai,1975
